epoch,accuracy,loss,val_accuracy,val_loss
0,0.5216851,1.2298526484884595,0.5387164,1.1904735363294865
1,0.62738645,0.9236087275615557,0.6198758,0.9593471554001913
2,0.6780141,0.8092225441884042,0.684472,0.7884053195485418
3,0.72182024,0.7046610416930386,0.6931677,0.765542964017169
4,0.75823814,0.609478772138616,0.6654244,0.881495329731493
5,0.79182285,0.5263966399237413,0.73706007,0.674955525704299
6,0.8278049,0.44296044881576,0.7395445,0.6900623197881331
7,0.86040884,0.3651183847068088,0.773913,0.6163259769695393
8,0.8889809,0.29299793639949784,0.7627329,0.748919942018655
9,0.9134775,0.23302785263066927,0.784265,0.7284757740996145
10,0.92969227,0.19153738512104115,0.73913044,0.8826493828316406
11,0.94303024,0.1576182957192721,0.7917184,0.729282382889564
12,0.9502659,0.1343535546120183,0.70600414,1.1914956329525381
13,0.95778483,0.1154055042258428,0.74285716,1.0366874407907452
14,0.96360385,0.10256117298613242,0.75445133,1.045575879770283
15,0.9689216,0.08848234428811037,0.78302276,0.8957512016868986
16,0.9702511,0.08316038231268849,0.79710144,0.8132545102457082
17,0.9738471,0.07623521046861247,0.7743271,0.9904385325331125
18,0.9746099,0.07167291965570408,0.7958592,0.9236411421195321
19,0.97622263,0.0661548172457337,0.7925466,1.0022781276061175
20,0.9778354,0.06421266944963518,0.80910975,0.8681134976338649
21,0.9796879,0.058529557957699686,0.7573499,1.1274929241364047
22,0.98130065,0.0550444344476433,0.76645964,1.169931810045341
23,0.98167115,0.0524276358966655,0.77184266,1.154624515241224
24,0.98306596,0.04866047798772109,0.8223603,0.874910840422964
25,0.9828045,0.04898536595325193,0.8293996,0.7779089968026796
26,0.98585564,0.04250351517090936,0.8004141,0.9608728671419448
27,0.9841775,0.04625872370492491,0.79710144,1.108263685836555
28,0.98502743,0.04334588385368223,0.7805383,1.1330727923977695
29,0.9855941,0.04246124636515664,0.82277435,0.9655647955202414
30,0.9865531,0.038310658395838075,0.8459627,0.780055538640506
31,0.9866838,0.03868584941695749,0.79917186,1.029286289585303
32,0.98570305,0.04085420908661474,0.8240166,0.8774411853302586
33,0.9881658,0.034318890161883754,0.805383,1.0361476951997965
34,0.9878389,0.03452644003038003,0.79668736,0.9803801239524075
35,0.9881658,0.03463441026515992,0.83809525,0.7726283144753419
36,0.98836195,0.032425500431693406,0.8306418,0.8501383271153176
37,0.98951703,0.03073913633537446,0.7200828,1.6854112407682351
38,0.98871064,0.03141336952579782,0.8169772,0.9151643128375335
39,0.98960423,0.029646312037052393,0.8360248,0.8577388753061709
40,0.9899529,0.029600169554425182,0.76645964,1.2557463702701388
41,0.99025804,0.028358028826227705,0.8223603,0.9602959110870124
42,0.9910644,0.027536740051924264,0.773913,1.1892521648426728
43,0.9906721,0.0281815255302046,0.8215321,1.0877539881021092
44,0.9919362,0.024337294517220866,0.8207039,1.0052858437810626
45,0.99058497,0.027889438164152094,0.8385093,0.9219324780917316
46,0.9912388,0.02589311238430085,0.8289855,1.0123907857923526
47,0.99174005,0.024079353049190923,0.7689441,1.1927653926746693
48,0.99180543,0.02419458316155502,0.83146995,0.9640464145451105
49,0.9917836,0.025361557376819277,0.67867494,2.091404998425865
50,0.9922195,0.02310451894109771,0.81614906,1.2438372280780325
51,0.9918272,0.02340958660382236,0.8178054,0.968278973406146
52,0.9928951,0.021918644298108345,0.7917184,1.2048300439649982
53,0.99291694,0.020505964956174058,0.8372671,0.9802911100920683
54,0.9929823,0.020270610179964583,0.8277433,1.0668292509226078
55,0.99217594,0.0212650955614695,0.8086957,1.1043382376864337
56,0.9924374,0.021632672464272876,0.81449276,1.1153901306491953
57,0.99248105,0.023028991617857562,0.81035197,1.1061275898793224
58,0.9929823,0.021273445086821212,0.8509317,0.9490025980131966
59,0.99285156,0.020818459038998097,0.8236025,0.9861071431735534
60,0.9926336,0.021141598351088996,0.83809525,0.9400546071568878
61,0.9928079,0.021407935727223177,0.8033126,1.1427616301654042
62,0.99328744,0.01973714188929729,0.8082816,1.2146652714065884
63,0.9939848,0.018863593780847412,0.7867495,1.3565212876406763
64,0.9941156,0.018578547697286396,0.81283647,1.313143017055085
65,0.9933092,0.0195997764781501,0.84513456,0.922779311230464
66,0.99433357,0.017028437233024177,0.81614906,1.1220431673971023
67,0.99378866,0.017631954880273058,0.78716356,1.3071734180608399
68,0.99322206,0.019249059836173234,0.8082816,1.1476578027318476
69,0.9935489,0.01927364199755501,0.80082816,1.2398629089196522
70,0.9945733,0.01702085361982549,0.8173913,1.0701626370659032
71,0.9940938,0.016766671736113483,0.8165631,1.2020121772096763
72,0.9940502,0.016842085543231022,0.84182197,0.9493560168066874
73,0.99459505,0.016045801747921678,0.8335404,1.175771134931355
74,0.9945733,0.01644937550240279,0.8273292,1.0932229160028462
75,0.99357074,0.018029575680135572,0.8509317,1.020050192965237
76,0.99424636,0.016892498190656906,0.8501035,0.9981717482733677
